,song_name,artist,location_at_chart,year_of_billboard,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,tracks_popularity,entered_biilboard,release_year
669,luv,tory lanez,70.0,2016.0,16Ah4QqH4mgYVXqfC4mdSd,0.539,0.528,11,-8.113,0,0.252,0.0108,0.0,0.117,0.252,190.169,228640,4,68,1.0,
671,can't feel my face,the weeknd,72.0,2016.0,1YqvjYwiKtwYllYCuWeuYR,0.71,0.774,9,-5.511,0,0.041,0.117,0.0,0.0967,0.61,107.96,213520,4,3,1.0,
672,hymn for the weekend,coldplay,73.0,2016.0,3RiPr603aXAoi4GHyXx0uy,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,4,84,1.0,
673,say it,tory lanez,74.0,2016.0,2Gyc6e2cLxA5hoX1NOvYnU,0.546,0.529,11,-10.511,0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,237787,4,77,1.0,
674,antidote,travis scott,75.0,2016.0,1wHZx0LgzFHyeIZkUydNXq,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,262693,4,74,1.0,
675,lost boy,ruth b,76.0,2016.0,4h0zU3O9R5xzuTmNO7dNDU,0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994,275280,4,73,1.0,
677,"sit still, look pretty",daya,78.0,2016.0,6ZtiywT2Qm50a1uR0jlY35,0.846,0.734,2,-3.601,1,0.108,0.286,8.27e-05,0.425,0.717,90.98,207761,4,76,1.0,
678,wildest dreams,taylor swift,79.0,2016.0,59HjlYCeBsxdI0fcm3zglw,0.554,0.666,8,-7.414,1,0.0747,0.0702,0.00593,0.106,0.472,140.056,220440,4,74,1.0,
680,on my mind,ellie goulding,81.0,2016.0,5a7NdkF09AfD0H607eiOkX,0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,213445,4,66,1.0,
681,pop style,drake featuring the throne,82.0,2016.0,5mPSyjLatqB00IkPqRlbTE,0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0594,133.053,212947,4,64,1.0,
682,when we were young,adele,83.0,2016.0,7GgWAITsYJaRM3r50rfh5w,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,290900,4,76,1.0,
683,hide away,daya,84.0,2016.0,7fPyCCiXVwbzPQ1MtoUChl,0.884,0.826,11,-3.672,0,0.0853,0.222,2.29e-06,0.0651,0.465,94.997,191368,4,67,1.0,
684,lean on,major lazer & dj snake featuring mo,85.0,2016.0,1Lim1Py7xBgbAkAys3AGAG,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4,74,1.0,
685,i know what you did last summer,shawn mendes & camila cabello,86.0,2016.0,2GyA33q5rti5IxkMQemRDH,0.687,0.761,9,-4.582,0,0.0876,0.102,0.0,0.147,0.743,113.939,223853,4,73,1.0,
686,watch me,silento,88.0,2016.0,5RIVoVdkDLEygELLCniZFr,0.821,0.759,8,-8.541,1,0.121,0.247,0.0,0.321,0.962,140.01,185143,4,66,1.0,
687,back to sleep,chris brown,89.0,2016.0,6dlpABcXrQKRU9G00i6Zba,0.647,0.646,9,-5.483,0,0.243,0.0424,0.0,0.0888,0.721,92.981,201253,4,65,1.0,
689,cut it,o.t. genasis featuring young dolph,91.0,2016.0,376KnY4TrgBITxjlnbnmIy,0.875,0.673,7,-4.184,1,0.0932,0.135,0.0,0.292,0.231,130.0,222600,4,59,1.0,
690,really really,kevin gates,92.0,2016.0,10I3CmmwT0BkOVhduDy53o,0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97,232093,4,70,1.0,
691,all in my head (flex),fifth harmony featuring fetty wap,93.0,2016.0,7nD9nN3jord9wWcfW3Gkcm,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,210573,4,62,1.0,
693,adventure of a lifetime,coldplay,95.0,2016.0,69uxyAqqPIsUyTO8txoP2M,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,263787,4,79,1.0,
694,humble and kind,tim mcgraw,96.0,2016.0,4Pn0JlCUusD2QHjADuOzuV,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267,3,70,1.0,
695,wicked,future,97.0,2016.0,6VwBbL8CzPiC4QV66ay7oR,0.658,0.591,9,-5.197,1,0.0309,0.00959,5.27e-06,0.325,0.326,114.078,323747,4,77,1.0,
696,tiimmy turner,desiigner,98.0,2016.0,3NJG6vMH1ZsectZkocMEm0,0.603,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803,239853,4,69,1.0,
697,see you again,wiz khalifa featuring charlie puth,99.0,2016.0,7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4,86,1.0,
700,thinking out loud,ed sheeran,2.0,2015.0,34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,281560,4,84,1.0,
702,trap queen,fetty wap,4.0,2015.0,2d8JP84HNLKhmd6IYOoupQ,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,222093,4,75,1.0,
703,sugar,maroon 5,5.0,2015.0,2TfSHkHiFO4gRztVIkggkE,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,229093,4,79,1.0,
704,shut up and dance,walk the moon,6.0,2015.0,4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4,84,1.0,
705,blank space,taylor swift,7.0,2015.0,1p80LdxRV74UKvL8gnD7ky,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,231827,4,78,1.0,
707,earned it (fifty shades of grey),the weeknd,9.0,2015.0,4frLb7nWtsz2ymBE6k2GRP,0.659,0.291,2,-8.275,0,0.0348,0.405,0.0,0.0771,0.406,119.829,277680,3,76,1.0,
709,cheerleader,omi,11.0,2015.0,023OVLNzXhX0j7CxswUt6D,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560,4,68,1.0,
711,love me like you do,ellie goulding,13.0,2015.0,0Cy7wt6IlRfBPHXXjmZbcP,0.489,0.597,5,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012,253520,4,79,1.0,
712,take me to church,hozier,14.0,2015.0,1CS7Sd1u5tWkstBhpssyjP,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241693,4,78,1.0,
713,bad blood,taylor swift featuring kendrick lamar,15.0,2015.0,273dCMFseLcVsoSWx59IoE,0.65,0.802,7,-6.114,1,0.181,0.0871,6.54e-06,0.148,0.295,170.146,211933,4,70,1.0,
715,want to want me,jason derulo,17.0,2015.0,7oGZAicScQt96OAW4AruYy,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,207719,4,75,1.0,
716,shake it off,taylor swift,18.0,2015.0,5xTtaWoae3wi06K5WfVUUH,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,219200,4,74,1.0,
717,where are u now,skrillex & diplo with justin bieber,19.0,2015.0,66hayvUbTotekKU3H4ta1f,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286,4,75,1.0,
718,fight song,rachel platten,20.0,2015.0,37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,204013,4,78,1.0,
720,lips are movin,meghan trainor,22.0,2015.0,6gj08XDlv9Duc2fPOxUmVD,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,182667,4,74,1.0,
722,post to be,omarion featuring chris brown & jhene aiko,24.0,2015.0,0fgZUSa7D7aVvv3GfO0A1n,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,226581,4,70,1.0,
723,"honey, i'm good.",andy grammer,25.0,2015.0,4MflGTO2ZTcSQ12bWcyRgI,0.752,0.775,9,-7.289,1,0.0546,0.0324,0.0,0.351,0.595,122.014,199263,4,72,1.0,
724,i'm not the only one,sam smith,26.0,2015.0,7795WJLVKJoAyVoOtCWqXN,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,239317,4,88,1.0,
725,good for you,selena gomez featuring a$ap rocky,27.0,2015.0,578Eooad7oUyn4stovZiPg,0.607,0.673,5,-6.484,0,0.0611,0.181,0.0,0.069,0.215,88.952,221280,4,64,1.0,
726,all about that bass,meghan trainor,28.0,2015.0,5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920,4,76,1.0,
727,style,taylor swift,29.0,2015.0,4lIxdJw6W3Fg4vUIYCB0S5,0.598,0.786,2,-5.572,1,0.0383,0.00253,0.0016,0.117,0.456,95.019,231000,4,75,1.0,
729,hey mama,"david guetta featuring nicki minaj, bebe rexha & afrojack",31.0,2015.0,5b2bu6yyATC1zMXDGScJ2d,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,192560,4,63,1.0,
730,g.d.f.r.,flo rida featuring sage the gemini & lookas,32.0,2015.0,4JgZMoKzK4IqfbpxsixS6I,0.752,0.723,2,-3.925,1,0.0345,0.057,2.57e-05,0.492,0.174,124.024,204239,4,44,1.0,
732,photograph,ed sheeran,34.0,2015.0,2z5ZEQ3vjakW7YTRfV8Rzp,0.718,0.379,4,-10.48,1,0.0359,0.607,0.000472,0.0986,0.22,108.033,258987,4,7,1.0,
735,talking body,tove lo,37.0,2015.0,2tpfxAXiI52znho4WE3XFA,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,238427,4,68,1.0,
736,jealous,nick jonas,38.0,2015.0,1aXV8GrmQLvgoFtBPERP7E,0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,122339,4,85,1.0,
737,time of our lives,pitbull & ne-yo,39.0,2015.0,2bJvI42r8EF3wxjOuDav4r,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,229360,4,81,1.0,
738,locked away,r. city featuring adam levine,40.0,2015.0,7x5xYW5W42OGPAdHUyyguy,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,227480,5,79,1.0,
739,somebody,natalie la rose featuring jeremih,41.0,2015.0,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,4,77,1.0,
740,fourfiveseconds,rihanna & kanye west & paul mccartney,42.0,2015.0,78TTtXnFQPzwqlbtbwqN0y,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,188238,4,78,1.0,
741,centuries,fall out boy,43.0,2015.0,04aAxqtGp5pv12UXAg4pkq,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,4,81,1.0,
742,my way,fetty wap featuring monty,44.0,2015.0,1vvNmPOiUuyCbgWmtc6yfm,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,219160,4,79,1.0,
743,take your time,sam hunt,45.0,2015.0,6DEaND0SHv3sC11xobZLiy,0.558,0.719,11,-5.603,1,0.0419,0.101,0.0,0.212,0.483,158.031,243707,4,66,1.0,
744,animals,maroon 5,46.0,2015.0,2bL2gyO6kBdLkNSkxXNh6x,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,4,82,1.0,
745,i don't f**k with you,big sean featuring e-40,47.0,2015.0,7taXl2C2594pF4gjumrF4W,0.815,0.724,1,-5.658,1,0.0712,0.0385,0.0,0.334,0.366,97.957,284413,4,39,1.0,
746,b**** better have my money,rihanna,48.0,2015.0,0NTMtAO2BV4tnGvw9EgBVq,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,219306,4,73,1.0,
747,flex (ooh ooh ooh),rich homie quan,49.0,2015.0,4T0ScSPdQKmGvruK7pavNP,0.726,0.607,2,-7.68,1,0.0498,0.0389,0.0,0.19,0.891,81.997,176744,4,65,1.0,
748,nasty freestyle,t-wayne,50.0,2015.0,0PT7nlpo11hYYyfnBgtilT,0.779,0.472,11,-7.116,1,0.218,0.0577,0.0,0.114,0.412,135.051,142212,4,62,1.0,
749,only,"nicki minaj featuring drake, lil wayne & chris brown",51.0,2015.0,4MRT0dDbhqFKl67WzhUbSw,0.573,0.495,8,-7.245,0,0.592,0.405,0.0,0.0969,0.255,179.196,312027,3,71,1.0,
750,elastic heart,sia,52.0,2015.0,5S9lfZu1YF8xKkgSsqL2Bd,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,257200,4,67,1.0,
751,cool for the summer,demi lovato,53.0,2015.0,3uwnnTQcHM1rDqSfA4gQNz,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740,4,80,1.0,
752,renegades,x ambassadors,54.0,2015.0,0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200,4,77,1.0,
753,i don't mind,usher featuring juicy j,55.0,2015.0,0NkiEX9bdIm7a06pJBbOYs,0.603,0.483,0,-7.898,1,0.03,0.599,0.000751,0.0886,0.415,89.386,269664,4,61,1.0,
754,love me harder,ariana grande & the weeknd,56.0,2015.0,5J4ZkQpzMUFojo1CtAZYpn,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,236133,4,79,1.0,
756,stay with me,sam smith,58.0,2015.0,5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4,85,1.0,
757,you know you like it,dj snake & alunageorge,59.0,2015.0,57kR5SniQIbsbVoIjjOUDa,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,247267,4,70,1.0,
758,uma thurman,fall out boy,60.0,2015.0,5PUawWFG1oIS2NwEcyHaCr,0.623,0.962,4,-2.616,0,0.0895,0.103,0.000174,0.264,0.676,149.963,211573,4,68,1.0,
759,07-Nov,beyonce,61.0,2015.0,02M6vucOvmRfMxTXDUwRXu,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,213507,4,70,1.0,
760,the heart wants what it wants,selena gomez,62.0,2015.0,6wJwkMo278iWVlWl1XQ4WA,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,227373,4,72,1.0,
761,girl crush,little big town,63.0,2015.0,11qh54D0PKkBwelpDxxiEU,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788,193320,3,70,1.0,
762,slow motion,trey songz,64.0,2015.0,4NYwy0R3NdvORX2B6OZXBT,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,197854,4,70,1.0,
763,drag me down,one direction,65.0,2015.0,2K87XMYnUMqLcX3zvtAF4G,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,4,81,1.0,
764,truffle butter,nicki minaj featuring drake & lil wayne,66.0,2015.0,7e44z4wOjkllaD8eulUeMd,0.89,0.667,2,-6.862,1,0.0521,0.0579,2.97e-05,0.108,0.522,105.099,220467,4,66,1.0,
765,one last time,ariana grande,67.0,2015.0,7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267,4,84,1.0,
766,chains,nick jonas,68.0,2015.0,2AB26ye0NG2IVQLYsXRNSn,0.719,0.482,2,-11.249,1,0.354,0.0123,0.0,0.112,0.0842,82.037,181453,4,0,1.0,
767,all eyes on you,meek mill featuring chris brown & nicki minaj,69.0,2015.0,0hy1SOTEn9ifXTzOwnCwEr,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,223973,4,70,1.0,
768,no type,rae sremmurd,70.0,2015.0,4scpF6J5uMBvoh6sFB7EL1,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,200080,4,73,1.0,
769,riptide,vance joy,71.0,2015.0,3JvrhDOgAt6p7K8mDyZwRd,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4,81,1.0,
770,classic man,jidenna featuring roman gianarthur,72.0,2015.0,3G7XYAwtxtoGK7fAm4IlD9,0.79,0.585,8,-6.058,1,0.0348,0.185,0.0,0.292,0.585,94.072,226000,4,60,1.0,
772,dear future husband,meghan trainor,74.0,2015.0,3cU2wBxuV6nFiuf6PJZNlC,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427,184227,4,77,1.0,
773,marvin gaye,charlie puth featuring meghan trainor,75.0,2015.0,7tqhbajSfrz2F7E1Z75ASX,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,151667,4,83,1.0,
775,habits (stay high),tove lo,77.0,2015.0,14OxJlLdcHNpgsm4DRwDOB,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,209160,4,74,1.0,
776,the hanging tree,james newton howard featuring jennifer lawrence,78.0,2015.0,416MsJxvxSKY96DCmbJIRs,0.213,0.0743,9,-18.071,0,0.0408,0.344,3.45e-05,0.212,0.145,53.863,218507,4,67,1.0,
777,coco,o.t. genasis,79.0,2015.0,0aMHIW1lqrulVCx0LLlr6a,0.679,0.645,6,-7.777,0,0.222,0.0518,0.0,0.145,0.203,125.795,307188,4,69,1.0,
778,bang bang,"jessie j, ariana grande & nicki minaj",80.0,2015.0,0puf9yIluy9W0vpMEUoAnN,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,199387,4,80,1.0,
779,lay me down,sam smith,81.0,2015.0,64GRDrL1efgXclrhVCeuA0,0.468,0.19,4,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125.319,219536,4,74,1.0,
780,tuesday,i love makonnen featuring drake,82.0,2015.0,64sn7wgJfeQKY3Jisnl59w,0.232,0.615,9,-8.636,1,0.0295,0.0778,5.68e-06,0.0601,0.41,146.488,450227,3,65,1.0,
781,hit the quan,ilovememphis,83.0,2015.0,4OjuzM3rTWp3q60mEldNSF,0.741,0.488,8,-8.253,1,0.362,0.000235,0.0,0.0488,0.625,160.018,181081,4,59,1.0,
782,downtown,"macklemore & ryan lewis featuring eric nally, melle mel, kool moe dee & grandmaster caz",84.0,2015.0,19uigIfPqTiMid1g5HPvxC,0.775,0.679,4,-4.985,0,0.135,0.179,7.05e-05,0.068,0.619,166.004,193456,4,1,1.0,
783,house party,sam hunt,85.0,2015.0,1TwLKNsCnhi1HxbIi4bAW0,0.747,0.861,8,-5.251,1,0.0514,0.113,0.0,0.026,0.859,103.966,190240,4,71,1.0,
784,ayo,chris brown & tyga,86.0,2015.0,0k6DnZMLoEUH8NGD5zh2SE,0.823,0.563,6,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98.031,225227,4,73,1.0,
785,kick the dust up,luke bryan,87.0,2015.0,5g15o2Sm55Hn9ShK5yEXgp,0.597,0.86,1,-2.315,1,0.0461,0.196,0.0,0.087,0.818,172.064,190587,4,66,1.0,
786,blessings,big sean featuring drake,88.0,2015.0,1bzM1cd6oqFozdr4wK6HdR,0.79,0.621,1,-7.634,1,0.275,0.333,0.0,0.122,0.15,118.895,252040,4,64,1.0,
787,budapest,george ezra,89.0,2015.0,2ixsaeFioXJmMgkkbd4uj1,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,200733,4,80,1.0,
788,chandelier,sia,90.0,2015.0,2s1sdSqGcKxpPr5lCl7jAV,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5,71,1.0,
789,heartbeat song,kelly clarkson,91.0,2015.0,7FC9Lng8iXU081lbigu8m8,0.49,0.798,6,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149.109,198733,4,65,1.0,
793,waves,mr. probz,95.0,2015.0,3nAq2hCr1oWsIU54tS98pL,0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,181573,4,73,1.0,
794,el perdon (forgiveness),nicky jam & enrique iglesias,96.0,2015.0,7hOfyNuj2dLc0HAEYVDIYS,0.736,0.719,8,-3.839,1,0.0357,0.256,0.0,0.0909,0.656,90.013,206667,4,51,1.0,
795,she knows,ne-yo featuring juicy j,97.0,2015.0,0Fs9cdPDhptWEDJmiCbkEW,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,296520,4,82,1.0,
796,night changes,one direction,98.0,2015.0,5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,4,89,1.0,
797,back to back,drake,99.0,2015.0,5lFDtgWsjRJu8fPOAyJIAK,0.893,0.48,1,-3.728,0,0.356,0.00855,0.0,0.116,0.382,86.976,170638,4,70,1.0,
798,how deep is your love,calvin harris & disciples,100.0,2015.0,22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640,4,78,1.0,
799,happy,pharrell williams,1.0,2014.0,27RYrbL6S02LNVhDWVl38b,0.321,0.64,2,-10.023,1,0.0324,0.28,0.0,0.718,0.414,146.172,214333,3,90,1.0,
800,dark horse,katy perry featuring juicy j,2.0,2014.0,4jbmgIyjGoXjY01XxatOx6,0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934,215672,4,81,1.0,
801,all of me,john legend,3.0,2014.0,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4,86,1.0,
803,counting stars,onerepublic,5.0,2014.0,6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840,4,79,1.0,
804,talk dirty,jason derulo featuring 2 chainz,6.0,2014.0,6g6A7qNhTfUgOSH7ROOxTD,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,177685,4,66,1.0,
805,rude,magic!,7.0,2014.0,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4,82,1.0,
807,problem,ariana grande featuring iggy azalea,9.0,2014.0,7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,193920,4,76,1.0,
809,timber,pitbull featuring ke$ha,11.0,2014.0,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,4,82,1.0,
810,pompeii,bastille,12.0,2014.0,3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,4,73,1.0,
812,am i wrong,nico & vinz,14.0,2014.0,1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867,4,78,1.0,
813,turn down for what,dj snake & lil jon,15.0,2014.0,67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,4,72,1.0,
814,the monster,eminem featuring rihanna,16.0,2014.0,48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189,4,79,1.0,
816,team,lorde,18.0,2014.0,3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,193059,4,78,1.0,
817,let her go,passenger,19.0,2014.0,1KxwZYyzWNyZSRyErj2ojT,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,252733,4,77,1.0,
818,royals,lorde,20.0,2014.0,2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,190185,4,80,1.0,
820,wake me up!,avicii,22.0,2014.0,0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4,87,1.0,
821,demons,imagine dragons,23.0,2014.0,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4,76,1.0,
822,story of my life,one direction,24.0,2014.0,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,4,84,1.0,
824,black widow,iggy azalea featuring rita ora,26.0,2014.0,7pNC5ZIKtwUK0ReSpM3P9f,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,209423,4,66,1.0,
826,latch,disclosure featuring sam smith,28.0,2014.0,1DunhgeZSEgWiIYbHqXl0c,0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,121.986,255867,4,72,1.0,
827,maps,maroon 5,29.0,2014.0,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4,85,1.0,
829,best day of my life,american authors,31.0,2014.0,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4,79,1.0,
831,summer,calvin harris,33.0,2014.0,6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4,82,1.0,
832,boom clap,charli xcx,34.0,2014.0,0Y1MWB026LYxGvhq4EcMiC,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,4,59,1.0,
833,drunk in love,beyonce featuring jay z,35.0,2014.0,6jG2YzhxptolDzLHTGLt7S,0.583,0.621,5,-6.902,0,0.0479,0.00972,0.00106,0.181,0.399,140.036,323480,4,72,1.0,
834,anaconda,nicki minaj,36.0,2014.0,794F99D5BQHS5ZGRXAs7I5,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,260240,4,67,1.0,
835,break free,ariana grande featuring zedd,37.0,2014.0,12KUFSHFgT0XCoiSlvdQi4,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,214840,4,78,1.0,
836,bailando,enrique iglesias featuring descemer bueno & gente de zona,38.0,2014.0,32lm3769IRfcnrQV11LO4E,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,243413,4,69,1.0,
837,burn,ellie goulding,39.0,2014.0,5jfhLCSIFUO4ndzNRh4w4G,0.508,0.296,3,-10.513,1,0.0755,0.897,5e-05,0.11,0.134,82.532,268856,4,80,1.0,
838,wiggle,jason derulo featuring snoop dogg,40.0,2014.0,2sLwPnIP3CUVmIuHranJZU,0.697,0.621,9,-6.886,0,0.25,0.0802,0.0,0.162,0.721,81.946,193296,4,58,1.0,
